grupo,nombre,aporte,cantidad
A.O.A MUY BAJOS EN GRASA,Pechuga sin piel desmenuzada,Calcio (mg),3.6
A.O.A MUY BAJOS EN GRASA,Pechuga sin piel desmenuzada,Hierro (mg),0.2
A.O.A MUY BAJOS EN GRASA,Pechuga sin piel desmenuzada,Sodio (mg),20.4
A.O.A MUY BAJOS EN GRASA,Pechuga sin piel desmenuzada,Selenio (mg),5.3
A.O.A MUY BAJOS EN GRASA,Pechuga sin pile molida,Cantidad sugerida,30
A.O.A MUY BAJOS EN GRASA,Pechuga sin pile molida,Unidad,g
A.O.A MUY BAJOS EN GRASA,Pechuga sin pile molida,Peso bruto redondeado (g),30
A.O.A MUY BAJOS EN GRASA,Pechuga sin pile molida,Peso neto (g),30
A.O.A MUY BAJOS EN GRASA,Pechuga sin pile molida,Energia (Kcal),34
A.O.A MUY BAJOS EN GRASA,Pechuga sin pile molida,Proteina (g),7.0
A.O.A MUY BAJOS EN GRASA,Pechuga sin pile molida,Lípidos (g),0.5
A.O.A MUY BAJOS EN GRASA,Pechuga sin pile molida,Hidratos de carbono (g),0.0
A.O.A MUY BAJOS EN GRASA,Pechuga sin pile molida,Colesterol (mg),17.4
A.O.A MUY BAJOS EN GRASA,Pechuga sin pile molida,Vitamina A     (µg RE),2.4
A.O.A MUY BAJOS EN GRASA,Pechuga sin pile molida,Calcio (mg),3.6
A.O.A MUY BAJOS EN GRASA,Pechuga sin pile molida,Hierro (mg),0.2
A.O.A MUY BAJOS EN GRASA,Pechuga sin pile molida,Sodio (mg),20.4
A.O.A MUY BAJOS EN GRASA,Pechuga sin pile molida,Selenio (mg),5.3
A.O.A MUY BAJOS EN GRASA,Perca cocida ,Cantidad sugerida,30
A.O.A MUY BAJOS EN GRASA,Perca cocida ,Unidad,g
A.O.A MUY BAJOS EN GRASA,Perca cocida ,Peso bruto redondeado (g),30
A.O.A MUY BAJOS EN GRASA,Perca cocida ,Peso neto (g),30
A.O.A MUY BAJOS EN GRASA,Perca cocida ,Energia (Kcal),35
A.O.A MUY BAJOS EN GRASA,Perca cocida ,Proteina (g),7.4
A.O.A MUY BAJOS EN GRASA,Perca cocida ,Lípidos (g),0.4
A.O.A MUY BAJOS EN GRASA,Perca cocida ,Hidratos de carbono (g),0.0
A.O.A MUY BAJOS EN GRASA,Perca cocida ,Colesterol (mg),34.6
A.O.A MUY BAJOS EN GRASA,Perca cocida ,Vitamina A     (µg RE),3.0
A.O.A MUY BAJOS EN GRASA,Perca cocida ,Calcio (mg),30.7
A.O.A MUY BAJOS EN GRASA,Perca cocida ,Hierro (mg),0.3
A.O.A MUY BAJOS EN GRASA,Perca cocida ,Sodio (mg),23.6
A.O.A MUY BAJOS EN GRASA,Perca cocida ,Selenio (mg),4.8
A.O.A MUY BAJOS EN GRASA,Perca cruda,Cantidad sugerida,75
A.O.A MUY BAJOS EN GRASA,Perca cruda,Unidad,g
A.O.A MUY BAJOS EN GRASA,Perca cruda,Peso bruto redondeado (g),38
A.O.A MUY BAJOS EN GRASA,Perca cruda,Peso neto (g),38
A.O.A MUY BAJOS EN GRASA,Perca cruda,Energia (Kcal),35
A.O.A MUY BAJOS EN GRASA,Perca cruda,Proteina (g),7.4
A.O.A MUY BAJOS EN GRASA,Perca cruda,Lípidos (g),0.4
A.O.A MUY BAJOS EN GRASA,Perca cruda,Hidratos de carbono (g),0.0
A.O.A MUY BAJOS EN GRASA,Perca cruda,Colesterol (mg),34.4
A.O.A MUY BAJOS EN GRASA,Perca cruda,Vitamina A     (µg RE),3.6
A.O.A MUY BAJOS EN GRASA,Perca cruda,Calcio (mg),30.6
A.O.A MUY BAJOS EN GRASA,Perca cruda,Hierro (mg),0.3
A.O.A MUY BAJOS EN GRASA,Perca cruda,Sodio (mg),23.9
A.O.A MUY BAJOS EN GRASA,Perca cruda,Selenio (mg),4.8
A.O.A MUY BAJOS EN GRASA,Perca fileteada,Cantidad sugerida,38
A.O.A MUY BAJOS EN GRASA,Perca fileteada,Unidad,g
A.O.A MUY BAJOS EN GRASA,Perca fileteada,Peso bruto redondeado (g),38
A.O.A MUY BAJOS EN GRASA,Perca fileteada,Peso neto (g),38
A.O.A MUY BAJOS EN GRASA,Perca fileteada,Energia (Kcal),34
A.O.A MUY BAJOS EN GRASA,Perca fileteada,Proteina (g),7.4
A.O.A MUY BAJOS EN GRASA,Perca fileteada,Lípidos (g),0.4
A.O.A MUY BAJOS EN GRASA,Perca fileteada,Hidratos de carbono (g),0.0
A.O.A MUY BAJOS EN GRASA,Perca fileteada,Colesterol (mg),34.2
A.O.A MUY BAJOS EN GRASA,Perca fileteada,Vitamina A     (µg RE),3.6
A.O.A MUY BAJOS EN GRASA,Perca fileteada,Calcio (mg),30.4
A.O.A MUY BAJOS EN GRASA,Perca fileteada,Hierro (mg),0.3
A.O.A MUY BAJOS EN GRASA,Perca fileteada,Sodio (mg),23.7
A.O.A MUY BAJOS EN GRASA,Perca fileteada,Selenio (mg),4.8
A.O.A MUY BAJOS EN GRASA,Pescado blanco ahumado,Cantidad sugerida,32
A.O.A MUY BAJOS EN GRASA,Pescado blanco ahumado,Unidad,g
A.O.A MUY BAJOS EN GRASA,Pescado blanco ahumado,Peso bruto redondeado (g),32
A.O.A MUY BAJOS EN GRASA,Pescado blanco ahumado,Peso neto (g),32
A.O.A MUY BAJOS EN GRASA,Pescado blanco ahumado,Energia (Kcal),35
A.O.A MUY BAJOS EN GRASA,Pescado blanco ahumado,Proteina (g),7.5
A.O.A MUY BAJOS EN GRASA,Pescado blanco ahumado,Lípidos (g),0.3
A.O.A MUY BAJOS EN GRASA,Pescado blanco ahumado,Hidratos de carbono (g),0.0
A.O.A MUY BAJOS EN GRASA,Pescado blanco ahumado,Colesterol (mg),10.5
A.O.A MUY BAJOS EN GRASA,Pescado blanco ahumado,Vitamina A     (µg RE),18.2
A.O.A MUY BAJOS EN GRASA,Pescado blanco ahumado,Calcio (mg),5.6
A.O.A MUY BAJOS EN GRASA,Pescado blanco ahumado,Hierro (mg),0.2
A.O.A MUY BAJOS EN GRASA,Pescado blanco ahumado,Sodio (mg),326.1
A.O.A MUY BAJOS EN GRASA,Pescado blanco ahumado,Selenio (mg),4.3
A.O.A MUY BAJOS EN GRASA,Pescado en trozo,Cantidad sugerida,75
A.O.A MUY BAJOS EN GRASA,Pescado en trozo,Unidad,g
A.O.A MUY BAJOS EN GRASA,Pescado en trozo,Peso bruto redondeado (g),75
A.O.A MUY BAJOS EN GRASA,Pescado en trozo,Peso neto (g),39
A.O.A MUY BAJOS EN GRASA,Pescado en trozo,Energia (Kcal),35
A.O.A MUY BAJOS EN GRASA,Pescado en trozo,Proteina (g),7.3
A.O.A MUY BAJOS EN GRASA,Pescado en trozo,Lípidos (g),0.5
A.O.A MUY BAJOS EN GRASA,Pescado en trozo,Hidratos de carbono (g),0.0
A.O.A MUY BAJOS EN GRASA,Pescado en trozo,Colesterol (mg),18.7
A.O.A MUY BAJOS EN GRASA,Pescado en trozo,Vitamina A     (µg RE),3.9
A.O.A MUY BAJOS EN GRASA,Pescado en trozo,Calcio (mg),6.9
A.O.A MUY BAJOS EN GRASA,Pescado en trozo,Hierro (mg),0.1
A.O.A MUY BAJOS EN GRASA,Pescado en trozo,Sodio (mg),31.6
A.O.A MUY BAJOS EN GRASA,Pescado en trozo,Selenio (mg),12.8
A.O.A MUY BAJOS EN GRASA,Pescado entero,Cantidad sugerida,75
A.O.A MUY BAJOS EN GRASA,Pescado entero,Unidad,g
A.O.A MUY BAJOS EN GRASA,Pescado entero,Peso bruto redondeado (g),75
A.O.A MUY BAJOS EN GRASA,Pescado entero,Peso neto (g),39
A.O.A MUY BAJOS EN GRASA,Pescado entero,Energia (Kcal),35
A.O.A MUY BAJOS EN GRASA,Pescado entero,Proteina (g),7.3
A.O.A MUY BAJOS EN GRASA,Pescado entero,Lípidos (g),0.5
A.O.A MUY BAJOS EN GRASA,Pescado entero,Hidratos de carbono (g),0.0
A.O.A MUY BAJOS EN GRASA,Pescado entero,Colesterol (mg),18.7
A.O.A MUY BAJOS EN GRASA,Pescado entero,Vitamina A     (µg RE),3.9
A.O.A MUY BAJOS EN GRASA,Pescado entero,Calcio (mg),6.9
A.O.A MUY BAJOS EN GRASA,Pescado entero,Hierro (mg),0.1
A.O.A MUY BAJOS EN GRASA,Pescado entero,Sodio (mg),31.6
A.O.A MUY BAJOS EN GRASA,Pescado entero,Selenio (mg),12.8
A.O.A MUY BAJOS EN GRASA,Pescado fileteado,Cantidad sugerida,40
A.O.A MUY BAJOS EN GRASA,Pescado fileteado,Unidad,g
A.O.A MUY BAJOS EN GRASA,Pescado fileteado,Peso bruto redondeado (g),40
A.O.A MUY BAJOS EN GRASA,Pescado fileteado,Peso neto (g),40
A.O.A MUY BAJOS EN GRASA,Pescado fileteado,Energia (Kcal),36
A.O.A MUY BAJOS EN GRASA,Pescado fileteado,Proteina (g),7.5
A.O.A MUY BAJOS EN GRASA,Pescado fileteado,Lípidos (g),0.5
A.O.A MUY BAJOS EN GRASA,Pescado fileteado,Hidratos de carbono (g),0.0
A.O.A MUY BAJOS EN GRASA,Pescado fileteado,Colesterol (mg),19.2
A.O.A MUY BAJOS EN GRASA,Pescado fileteado,Vitamina A     (µg RE),4.0
A.O.A MUY BAJOS EN GRASA,Pescado fileteado,Calcio (mg),7.1
A.O.A MUY BAJOS EN GRASA,Pescado fileteado,Hierro (mg),0.1
A.O.A MUY BAJOS EN GRASA,Pescado fileteado,Sodio (mg),32.4
A.O.A MUY BAJOS EN GRASA,Pescado fileteado,Selenio (mg),13.1
A.O.A MUY BAJOS EN GRASA,Pescado rebenado,Cantidad sugerida,75
A.O.A MUY BAJOS EN GRASA,Pescado rebenado,Unidad,g
A.O.A MUY BAJOS EN GRASA,Pescado rebenado,Peso bruto redondeado (g),75
A.O.A MUY BAJOS EN GRASA,Pescado rebenado,Peso neto (g),39
A.O.A MUY BAJOS EN GRASA,Pescado rebenado,Energia (Kcal),35
A.O.A MUY BAJOS EN GRASA,Pescado rebenado,Proteina (g),7.3
A.O.A MUY BAJOS EN GRASA,Pescado rebenado,Lípidos (g),0.5
A.O.A MUY BAJOS EN GRASA,Pescado rebenado,Hidratos de carbono (g),0.0
A.O.A MUY BAJOS EN GRASA,Pescado rebenado,Colesterol (mg),18.7
A.O.A MUY BAJOS EN GRASA,Pescado rebenado,Vitamina A     (µg RE),3.9
A.O.A MUY BAJOS EN GRASA,Pescado rebenado,Calcio (mg),6.9
A.O.A MUY BAJOS EN GRASA,Pescado rebenado,Hierro (mg),0.1
A.O.A MUY BAJOS EN GRASA,Pescado rebenado,Sodio (mg),31.6
A.O.A MUY BAJOS EN GRASA,Pescado rebenado,Selenio (mg),12.8
A.O.A MUY BAJOS EN GRASA,Pescado seco tipo bacalao,Cantidad sugerida,13
A.O.A MUY BAJOS EN GRASA,Pescado seco tipo bacalao,Unidad,g
A.O.A MUY BAJOS EN GRASA,Pescado seco tipo bacalao,Peso bruto redondeado (g),13
A.O.A MUY BAJOS EN GRASA,Pescado seco tipo bacalao,Peso neto (g),12
A.O.A MUY BAJOS EN GRASA,Pescado seco tipo bacalao,Energia (Kcal),34
A.O.A MUY BAJOS EN GRASA,Pescado seco tipo bacalao,Proteina (g),7.4
A.O.A MUY BAJOS EN GRASA,Pescado seco tipo bacalao,Lípidos (g),0.3
A.O.A MUY BAJOS EN GRASA,Pescado seco tipo bacalao,Hidratos de carbono (g),0.0
A.O.A MUY BAJOS EN GRASA,Pescado seco tipo bacalao,Colesterol (mg),17.8
A.O.A MUY BAJOS EN GRASA,Pescado seco tipo bacalao,Vitamina A     (µg RE),5.0
A.O.A MUY BAJOS EN GRASA,Pescado seco tipo bacalao,Calcio (mg),18.7
A.O.A MUY BAJOS EN GRASA,Pescado seco tipo bacalao,Hierro (mg),0.3
A.O.A MUY BAJOS EN GRASA,Pescado seco tipo bacalao,Sodio (mg),822.2
A.O.A MUY BAJOS EN GRASA,Pescado seco tipo bacalao,Selenio (mg),17.3
A.O.A MUY BAJOS EN GRASA,Pez espada cocido,Cantidad sugerida,28
A.O.A MUY BAJOS EN GRASA,Pez espada cocido,Unidad,g
A.O.A MUY BAJOS EN GRASA,Pez espada cocido,Peso bruto redondeado (g),28
A.O.A MUY BAJOS EN GRASA,Pez espada cocido,Peso neto (g),28
A.O.A MUY BAJOS EN GRASA,Pez espada cocido,Energia (Kcal),43
A.O.A MUY BAJOS EN GRASA,Pez espada cocido,Proteina (g),7.1
A.O.A MUY BAJOS EN GRASA,Pez espada cocido,Lípidos (g),1.4
A.O.A MUY BAJOS EN GRASA,Pez espada cocido,Hidratos de carbono (g),0.0
A.O.A MUY BAJOS EN GRASA,Pez espada cocido,Colesterol (mg),14.0
A.O.A MUY BAJOS EN GRASA,Pez espada cocido,Vitamina A     (µg RE),11.5
A.O.A MUY BAJOS EN GRASA,Pez espada cocido,Calcio (mg),1.6
A.O.A MUY BAJOS EN GRASA,Pez espada cocido,Hierro (mg),0.3
A.O.A MUY BAJOS EN GRASA,Pez espada cocido,Sodio (mg),32.3
A.O.A MUY BAJOS EN GRASA,Pez espada cocido,Selenio (mg),17.3
A.O.A MUY BAJOS EN GRASA,Pez espada crudo,Cantidad sugerida,55
A.O.A MUY BAJOS EN GRASA,Pez espada crudo,Unidad,g
A.O.A MUY BAJOS EN GRASA,Pez espada crudo,Peso bruto redondeado (g),55
A.O.A MUY BAJOS EN GRASA,Pez espada crudo,Peso neto (g),36
A.O.A MUY BAJOS EN GRASA,Pez espada crudo,Energia (Kcal),43
A.O.A MUY BAJOS EN GRASA,Pez espada crudo,Proteina (g),7.1
A.O.A MUY BAJOS EN GRASA,Pez espada crudo,Lípidos (g),1.4
A.O.A MUY BAJOS EN GRASA,Pez espada crudo,Hidratos de carbono (g),0.0
A.O.A MUY BAJOS EN GRASA,Pez espada crudo,Colesterol (mg),13.9
A.O.A MUY BAJOS EN GRASA,Pez espada crudo,Vitamina A     (µg RE),13.0
A.O.A MUY BAJOS EN GRASA,Pez espada crudo,Calcio (mg),1.3
A.O.A MUY BAJOS EN GRASA,Pez espada crudo,Hierro (mg),0.3
A.O.A MUY BAJOS EN GRASA,Pez espada crudo,Sodio (mg),32.2
A.O.A MUY BAJOS EN GRASA,Pez espada crudo,Selenio (mg),17.2
A.O.A MUY BAJOS EN GRASA,Pez espada crudo fileteado,Cantidad sugerida,38
A.O.A MUY BAJOS EN GRASA,Pez espada crudo fileteado,Unidad,g
A.O.A MUY BAJOS EN GRASA,Pez espada crudo fileteado,Peso bruto redondeado (g),38
A.O.A MUY BAJOS EN GRASA,Pez espada crudo fileteado,Peso neto (g),36
A.O.A MUY BAJOS EN GRASA,Pez espada crudo fileteado,Energia (Kcal),44
A.O.A MUY BAJOS EN GRASA,Pez espada crudo fileteado,Proteina (g),7.1
A.O.A MUY BAJOS EN GRASA,Pez espada crudo fileteado,Lípidos (g),1.4
A.O.A MUY BAJOS EN GRASA,Pez espada crudo fileteado,Hidratos de carbono (g),0.0
A.O.A MUY BAJOS EN GRASA,Pez espada crudo fileteado,Colesterol (mg),14.0
A.O.A MUY BAJOS EN GRASA,Pez espada crudo fileteado,Vitamina A     (µg RE),13.2
A.O.A MUY BAJOS EN GRASA,Pez espada crudo fileteado,Calcio (mg),1.3
A.O.A MUY BAJOS EN GRASA,Pez espada crudo fileteado,Hierro (mg),0.3
A.O.A MUY BAJOS EN GRASA,Pez espada crudo fileteado,Sodio (mg),32.5
A.O.A MUY BAJOS EN GRASA,Pez espada crudo fileteado,Selenio (mg),17.4
A.O.A MUY BAJOS EN GRASA,Pez espada crudo rebanado,Cantidad sugerida,55
A.O.A MUY BAJOS EN GRASA,Pez espada crudo rebanado,Unidad,g
A.O.A MUY BAJOS EN GRASA,Pez espada crudo rebanado,Peso bruto redondeado (g),55
A.O.A MUY BAJOS EN GRASA,Pez espada crudo rebanado,Peso neto (g),36
A.O.A MUY BAJOS EN GRASA,Pez espada crudo rebanado,Energia (Kcal),43
A.O.A MUY BAJOS EN GRASA,Pez espada crudo rebanado,Proteina (g),7.1
A.O.A MUY BAJOS EN GRASA,Pez espada crudo rebanado,Lípidos (g),1.4
A.O.A MUY BAJOS EN GRASA,Pez espada crudo rebanado,Hidratos de carbono (g),0.0
A.O.A MUY BAJOS EN GRASA,Pez espada crudo rebanado,Colesterol (mg),13.9
A.O.A MUY BAJOS EN GRASA,Pez espada crudo rebanado,Vitamina A     (µg RE),13.0
A.O.A MUY BAJOS EN GRASA,Pez espada crudo rebanado,Calcio (mg),1.3
A.O.A MUY BAJOS EN GRASA,Pez espada crudo rebanado,Hierro (mg),0.3
A.O.A MUY BAJOS EN GRASA,Pez espada crudo rebanado,Sodio (mg),32.2
A.O.A MUY BAJOS EN GRASA,Pez espada crudo rebanado,Selenio (mg),17.2
A.O.A MUY BAJOS EN GRASA,Pollo crudo sin piel,Cantidad sugerida,40
A.O.A MUY BAJOS EN GRASA,Pollo crudo sin piel,Unidad,g
A.O.A MUY BAJOS EN GRASA,Pollo crudo sin piel,Peso bruto redondeado (g),40
A.O.A MUY BAJOS EN GRASA,Pollo crudo sin piel,Peso neto (g),26
A.O.A MUY BAJOS EN GRASA,Pollo crudo sin piel,Energia (Kcal),48
A.O.A MUY BAJOS EN GRASA,Pollo crudo sin piel,Proteina (g),4.6
A.O.A MUY BAJOS EN GRASA,Pollo crudo sin piel,Lípidos (g),3.1
A.O.A MUY BAJOS EN GRASA,Pollo crudo sin piel,Hidratos de carbono (g),0.0
A.O.A MUY BAJOS EN GRASA,Pollo crudo sin piel,Colesterol (mg),21.2
A.O.A MUY BAJOS EN GRASA,Pollo crudo sin piel,Vitamina A     (µg RE),10.5
A.O.A MUY BAJOS EN GRASA,Pollo crudo sin piel,Calcio (mg),2.8
A.O.A MUY BAJOS EN GRASA,Pollo crudo sin piel,Hierro (mg),0.2
A.O.A MUY BAJOS EN GRASA,Pollo crudo sin piel,Sodio (mg),17.9
A.O.A MUY BAJOS EN GRASA,Pollo crudo sin piel,Selenio (mg),6.0
A.O.A MUY BAJOS EN GRASA,Pollo crudo sin piel en piezas,Cantidad sugerida,40
A.O.A MUY BAJOS EN GRASA,Pollo crudo sin piel en piezas,Unidad,g
A.O.A MUY BAJOS EN GRASA,Pollo crudo sin piel en piezas,Peso bruto redondeado (g),40
A.O.A MUY BAJOS EN GRASA,Pollo crudo sin piel en piezas,Peso neto (g),26
A.O.A MUY BAJOS EN GRASA,Pollo crudo sin piel en piezas,Energia (Kcal),49
A.O.A MUY BAJOS EN GRASA,Pollo crudo sin piel en piezas,Proteina (g),4.7
A.O.A MUY BAJOS EN GRASA,Pollo crudo sin piel en piezas,Lípidos (g),3.2
A.O.A MUY BAJOS EN GRASA,Pollo crudo sin piel en piezas,Hidratos de carbono (g),0.0
A.O.A MUY BAJOS EN GRASA,Pollo crudo sin piel en piezas,Colesterol (mg),21.6
A.O.A MUY BAJOS EN GRASA,Pollo crudo sin piel en piezas,Vitamina A     (µg RE),9.4
A.O.A MUY BAJOS EN GRASA,Pollo crudo sin piel en piezas,Calcio (mg),2.6
A.O.A MUY BAJOS EN GRASA,Pollo crudo sin piel en piezas,Hierro (mg),0.3
A.O.A MUY BAJOS EN GRASA,Pollo crudo sin piel en piezas,Sodio (mg),20.5
A.O.A MUY BAJOS EN GRASA,Pollo crudo sin piel en piezas,Selenio (mg),6.1
A.O.A MUY BAJOS EN GRASA,Pollo deshebrado,Cantidad sugerida,1/4
A.O.A MUY BAJOS EN GRASA,Pollo deshebrado,Unidad,taza
A.O.A MUY BAJOS EN GRASA,Pollo deshebrado,Peso bruto redondeado (g),38
A.O.A MUY BAJOS EN GRASA,Pollo deshebrado,Peso neto (g),38
A.O.A MUY BAJOS EN GRASA,Pollo deshebrado,Energia (Kcal),43
A.O.A MUY BAJOS EN GRASA,Pollo deshebrado,Proteina (g),8.7
A.O.A MUY BAJOS EN GRASA,Pollo deshebrado,Lípidos (g),0.6
A.O.A MUY BAJOS EN GRASA,Pollo deshebrado,Hidratos de carbono (g),0.0
A.O.A MUY BAJOS EN GRASA,Pollo deshebrado,Colesterol (mg),21.8
A.O.A MUY BAJOS EN GRASA,Pollo deshebrado,Vitamina A     (µg RE),30.0
A.O.A MUY BAJOS EN GRASA,Pollo deshebrado,Calcio (mg),4.5
A.O.A MUY BAJOS EN GRASA,Pollo deshebrado,Hierro (mg),0.3
A.O.A MUY BAJOS EN GRASA,Pollo deshebrado,Sodio (mg),25.5
A.O.A MUY BAJOS EN GRASA,Pollo deshebrado,Selenio (mg),2.1
A.O.A MUY BAJOS EN GRASA,Pollo sin piel cocido,Cantidad sugerida,30
A.O.A MUY BAJOS EN GRASA,Pollo sin piel cocido,Unidad,g
A.O.A MUY BAJOS EN GRASA,Pollo sin piel cocido,Peso bruto redondeado (g),30
A.O.A MUY BAJOS EN GRASA,Pollo sin piel cocido,Peso neto (g),30
A.O.A MUY BAJOS EN GRASA,Pollo sin piel cocido,Energia (Kcal),48
A.O.A MUY BAJOS EN GRASA,Pollo sin piel cocido,Proteina (g),8.7
A.O.A MUY BAJOS EN GRASA,Pollo sin piel cocido,Lípidos (g),1.2
A.O.A MUY BAJOS EN GRASA,Pollo sin piel cocido,Hidratos de carbono (g),0.0
A.O.A MUY BAJOS EN GRASA,Pollo sin piel cocido,Colesterol (mg),23.1
A.O.A MUY BAJOS EN GRASA,Pollo sin piel cocido,Vitamina A     (µg RE),2.4
A.O.A MUY BAJOS EN GRASA,Pollo sin piel cocido,Calcio (mg),3.9
A.O.A MUY BAJOS EN GRASA,Pollo sin piel cocido,Hierro (mg),0.3
A.O.A MUY BAJOS EN GRASA,Pollo sin piel cocido,Sodio (mg),19.5
A.O.A MUY BAJOS EN GRASA,Pollo sin piel cocido,Selenio (mg),6.7
A.O.A MUY BAJOS EN GRASA,Proteina aislada de soya,Cantidad sugerida,10
A.O.A MUY BAJOS EN GRASA,Proteina aislada de soya,Unidad,g
A.O.A MUY BAJOS EN GRASA,Proteina aislada de soya,Peso bruto redondeado (g),10
A.O.A MUY BAJOS EN GRASA,Proteina aislada de soya,Peso neto (g),10
A.O.A MUY BAJOS EN GRASA,Proteina aislada de soya,Energia (Kcal),34
A.O.A MUY BAJOS EN GRASA,Proteina aislada de soya,Proteina (g),8.1
A.O.A MUY BAJOS EN GRASA,Proteina aislada de soya,Lípidos (g),0.3
A.O.A MUY BAJOS EN GRASA,Proteina aislada de soya,Hidratos de carbono (g),0.7
A.O.A MUY BAJOS EN GRASA,Proteina aislada de soya,Colesterol (mg),1.6
A.O.A MUY BAJOS EN GRASA,Proteina aislada de soya,Vitamina A     (µg RE),28.0
A.O.A MUY BAJOS EN GRASA,Proteina aislada de soya,Calcio (mg),17.8
A.O.A MUY BAJOS EN GRASA,Proteina aislada de soya,Hierro (mg),1.5
A.O.A MUY BAJOS EN GRASA,Proteina aislada de soya,Sodio (mg),100.5
A.O.A MUY BAJOS EN GRASA,Proteina aislada de soya,Selenio (mg),0.1
A.O.A MUY BAJOS EN GRASA,Proteina concentrda de soya,Cantidad sugerida,10
A.O.A MUY BAJOS EN GRASA,Proteina concentrda de soya,Unidad,g
A.O.A MUY BAJOS EN GRASA,Proteina concentrda de soya,Peso bruto redondeado (g),10
A.O.A MUY BAJOS EN GRASA,Proteina concentrda de soya,Peso neto (g),10
A.O.A MUY BAJOS EN GRASA,Proteina concentrda de soya,Energia (Kcal),33
A.O.A MUY BAJOS EN GRASA,Proteina concentrda de soya,Proteina (g),5.8
A.O.A MUY BAJOS EN GRASA,Proteina concentrda de soya,Lípidos (g),0.0
A.O.A MUY BAJOS EN GRASA,Proteina concentrda de soya,Hidratos de carbono (g),3.1
A.O.A MUY BAJOS EN GRASA,Proteina concentrda de soya,Colesterol (mg),0.0
A.O.A MUY BAJOS EN GRASA,Proteina concentrda de soya,Vitamina A     (µg RE),0.0
A.O.A MUY BAJOS EN GRASA,Proteina concentrda de soya,Calcio (mg),36.3
A.O.A MUY BAJOS EN GRASA,Proteina concentrda de soya,Hierro (mg),1.1
A.O.A MUY BAJOS EN GRASA,Proteina concentrda de soya,Sodio (mg),0.3
A.O.A MUY BAJOS EN GRASA,Proteina concentrda de soya,Selenio (mg),0.1
A.O.A MUY BAJOS EN GRASA,Pulmón de cerdo,Cantidad sugerida,55
A.O.A MUY BAJOS EN GRASA,Pulmón de cerdo,Unidad,g
A.O.A MUY BAJOS EN GRASA,Pulmón de cerdo,Peso bruto redondeado (g),55
A.O.A MUY BAJOS EN GRASA,Pulmón de cerdo,Peso neto (g),48
A.O.A MUY BAJOS EN GRASA,Pulmón de cerdo,Energia (Kcal),41
A.O.A MUY BAJOS EN GRASA,Pulmón de cerdo,Proteina (g),6.7
A.O.A MUY BAJOS EN GRASA,Pulmón de cerdo,Lípidos (g),1.3
A.O.A MUY BAJOS EN GRASA,Pulmón de cerdo,Hidratos de carbono (g),0.0
A.O.A MUY BAJOS EN GRASA,Pulmón de cerdo,Colesterol (mg),153.1
A.O.A MUY BAJOS EN GRASA,Pulmón de cerdo,Vitamina A     (µg RE),0.0
A.O.A MUY BAJOS EN GRASA,Pulmón de cerdo,Calcio (mg),3.3
A.O.A MUY BAJOS EN GRASA,Pulmón de cerdo,Hierro (mg),9.0
A.O.A MUY BAJOS EN GRASA,Pulmón de cerdo,Sodio (mg),73.2
A.O.A MUY BAJOS EN GRASA,Pulmón de cerdo,Selenio (mg),8.5
A.O.A MUY BAJOS EN GRASA,Pulpa de jaiba,Cantidad sugerida,1/3
A.O.A MUY BAJOS EN GRASA,Pulpa de jaiba,Unidad,taza
A.O.A MUY BAJOS EN GRASA,Pulpa de jaiba,Peso bruto redondeado (g),46
A.O.A MUY BAJOS EN GRASA,Pulpa de jaiba,Peso neto (g),46
A.O.A MUY BAJOS EN GRASA,Pulpa de jaiba,Energia (Kcal),38
A.O.A MUY BAJOS EN GRASA,Pulpa de jaiba,Proteina (g),8.0
A.O.A MUY BAJOS EN GRASA,Pulpa de jaiba,Lípidos (g),0.6
A.O.A MUY BAJOS EN GRASA,Pulpa de jaiba,Hidratos de carbono (g),0.0
A.O.A MUY BAJOS EN GRASA,Pulpa de jaiba,Colesterol (mg),36.0
A.O.A MUY BAJOS EN GRASA,Pulpa de jaiba,Vitamina A     (µg RE),300.8
A.O.A MUY BAJOS EN GRASA,Pulpa de jaiba,Calcio (mg),19.9
A.O.A MUY BAJOS EN GRASA,Pulpa de jaiba,Hierro (mg),0.4
A.O.A MUY BAJOS EN GRASA,Pulpa de jaiba,Sodio (mg),18.9
A.O.A MUY BAJOS EN GRASA,Pulpa de jaiba,Selenio (mg),6.5
A.O.A MUY BAJOS EN GRASA,Pulpo cocido,Cantidad sugerida,25
A.O.A MUY BAJOS EN GRASA,Pulpo cocido,Unidad,g
A.O.A MUY BAJOS EN GRASA,Pulpo cocido,Peso bruto redondeado (g),25
A.O.A MUY BAJOS EN GRASA,Pulpo cocido,Peso neto (g),25
A.O.A MUY BAJOS EN GRASA,Pulpo cocido,Energia (Kcal),41
A.O.A MUY BAJOS EN GRASA,Pulpo cocido,Proteina (g),7.5
A.O.A MUY BAJOS EN GRASA,Pulpo cocido,Lípidos (g),0.5
A.O.A MUY BAJOS EN GRASA,Pulpo cocido,Hidratos de carbono (g),1.1
A.O.A MUY BAJOS EN GRASA,Pulpo cocido,Colesterol (mg),24.1
A.O.A MUY BAJOS EN GRASA,Pulpo cocido,Vitamina A     (µg RE),22.5
A.O.A MUY BAJOS EN GRASA,Pulpo cocido,Calcio (mg),26.5
A.O.A MUY BAJOS EN GRASA,Pulpo cocido,Hierro (mg),2.4
A.O.A MUY BAJOS EN GRASA,Pulpo cocido,Sodio (mg),115.0
